State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
WA,Moora Hospital,510700417,0070540L,503,WA Country Health Service,DANDARAGAN                                    St,MOORA                                                  6510,2,Outer Regional,12,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Morawa Hospital,510600418,0070560J,503,WA Country Health Service,CAULFIELD                                     Rd,MORAWA                                                 6623,3,Remote,5,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Mullewa Hospital,510600419,0070570H,503,WA Country Health Service,ELDER                                         St,MULLEWA                                                6630,3,Remote,5,VS,Very small,Yes,No,No,No,Yes,Block-funded hospital
WA,Murray Hospital,510300420,0070670B,502,South Metropolitan Health Service (WA),MCKAY                                         St,PINJARRA                                               6208,1,Inner Regional,15.1,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Nannup Hospital,511000422,0070630K,503,WA Country Health Service,CAREY                                         St,NANNUP                                                 6275,2,Outer Regional,4.3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Narembeen Memorial Hospital,510700423,0070590B,503,WA Country Health Service,ADA                                           St,NAREMBEEN                                              6369,3,Remote,3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Narrogin Hospital,510700236,0070600W,503,WA Country Health Service,WILLIAMS                                      Rd,NARROGIN                                               6312,2,Outer Regional,46,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Newman Hospital,510500260,0071180L,503,WA Country Health Service,MINDARRA                                      Dr,NEWMAN                                                 6753,4,Very remote,8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,"Next Step Drug And Alcohol Services, Eas",510200459,,504,,32 MOORE                                         St,EAST PERTH                                             6004,0,Major Cities,17,O2,Drug and alcohol hospital,Yes,Yes,No,No,No,Block-funded hospital
WA,Nickol Bay Hospital,510500460,0071540F,503,WA Country Health Service,MILLSTREAM                                    Rd,KARRATHA                                               6714,3,Remote,28,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Norseman Hospital,510800424,0070610T,503,WA Country Health Service,TALBOT                                        St,NORSEMAN                                               6443,4,Very remote,5.5,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,North Midlands Hospital,510600426,0070730H,503,WA Country Health Service,THOMAS                                        St,THREE SPRINGS                                          6519,3,Remote,5,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Northam Hospital,510700237,0071190K,503,WA Country Health Service,ROBINSON                                      St,NORTHAM                                                6401,1,Inner Regional,45,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Northampton Hospital,510600425,0070640J,503,WA Country Health Service,STEPHEN                                       St,NORTHAMPTON                                            6535,2,Outer Regional,3.6,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Onslow Hospital,510500238,0070650H,503,WA Country Health Service,SECOND                                        Ave,ONSLOW                                                 6710,4,Very remote,6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Osborne Park Hospital,510100239,0071030F,501,North Metropolitan Health Service (WA),OSBORNE                                       Place,STIRLING                                               6021,0,Major Cities,158.7,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
WA,Paraburdoo Hospital,510500267,0071240W,503,WA Country Health Service,ROCKLEA                                       Rd,PARABURDOO                                             6754,4,Very remote,2,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Pemberton Hospital,511000427,0070660F,503,WA Country Health Service,RAILWAY                                       Cres,PEMBERTON                                              6260,2,Outer Regional,7.8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Pingelly Hospital,510700428,0070680A,503,WA Country Health Service,38 STRATFORD                                     St,PINGELLY                                               6308,2,Outer Regional,0,VS,Very small,Yes,No,No,No,Yes,Block-funded hospital
WA,Plantagenet Hospital,510900429,0070550K,503,WA Country Health Service,LANGTON                                       Rd,MOUNT BARKER                                           6324,2,Outer Regional,15.3,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Princess Margaret Hospital for Children,510100103,0070020T,580,Child Adolescent Health Service (WA),ROBERTS                                       Rd,SUBIACO                                                6008,0,Major Cities,211.7,W3,Childrens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Quairading Hospital,510700446,0070700L,503,WA Country Health Service,HARRIS                                        St,QUAIRADING                                             6383,2,Outer Regional,5,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Ravensthorpe Hospital,510900430,0070980K,503,WA Country Health Service,MARTIN                                        St,RAVENSTHORPE                                           6346,4,Very remote,4.3,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Rockingham General Hospital,510300277,0071490Y,502,South Metropolitan Health Service (WA),ELANORA                                       Dr,COOLOONGUP                                             6168,0,Major Cities,183.4,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Roebourne Hospital,510500243,0070710K,503,WA Country Health Service,42 HAMPTON                                       St,ROEBOURNE                                              6718,3,Remote,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Royal Perth Hospital Wellington Street C,510200101,0070000X,504,,WELLINGTON                                    St,PERTH                                                  6000,0,Major Cities,458.3,PR,Principal referral,Yes,No,No,No,No,Activity-based funded hospital
WA,Selby Authorised Lodge,510100158,,501,North Metropolitan Health Service (WA),2 SELBY                                         St,SHENTON PARK                                           6008,0,Major Cities,39.8,Ps,Psychiatric,Yes,No,No,No,No,Activity-based funded hospital
WA,Sir Charles Gairdner Hospital,510100105,0070990J,501,North Metropolitan Health Service (WA),HOSPITAL                                      Ave,NEDLANDS                                               6009,0,Major Cities,574.6,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,Sir Charles Gairdner Hospital Mental Hea,540100155,,501,North Metropolitan Health Service (WA),21 VERDUN                                        St,NEDLANDS                                               6069,0,Major Cities,55.3,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
WA,Southern Cross Hospital,510700431,0070720J,503,WA Country Health Service,COOLGARDIE                                    Rd,SOUTHERN CROSS                                         6426,3,Remote,6.1,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,St John of God Midland Hospital,529006007,0075700W,504,,1 CLAYTON                                       St,MIDLAND                                                6056,0,Major Cities,307,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
WA,State Forensic Mental Health Service,540100135,,501,North Metropolitan Health Service (WA),BROCKWAY                                      Rd,MOUNT CLAREMONT                                        6010,0,Major Cities,37,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
WA,Tom Price Hospital,510500256,0071140Y,503,WA Country Health Service,MINE                                          Rd,TOM PRICE                                              6751,4,Very remote,8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Wagin Hospital,510700245,0070740F,503,WA Country Health Service,WARWICK                                       St,WAGIN                                                  6315,2,Outer Regional,10,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Warren Hospital,511000433,0070470K,503,WA Country Health Service,HOSPITAL                                      Ave,MANJIMUP                                               6258,2,Outer Regional,22,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
WA,Wongan Hills Hospital,510700437,0070810H,503,WA Country Health Service,ACKLAND                                       St,WONGAN HILLS                                           6603,2,Outer Regional,4.6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
WA,Wyalkatchem-Koorda and Districts Hospita,510700438,0070790W,503,WA Country Health Service,HONOUR                                        Ave,WYALKATCHEM                                            6485,2,Outer Regional,2.1,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
